PHMCY_PTY_GID,ADDR_CBSA_CD,ADDR_CBSA_TITLE,ADDR_CITY_NM,ADDR_CNTY_CD,ADDR_CNTY_NM,ADDR_LINE1,ADDR_LINE2,ADDR_ST_ABBR_CD,ADDR_ZIP4_CD,ADDR_ZIP5_CD,ADDR_ZIP9_CD,AFTR_HR_IND,AUDT_DT,BE_ID,BP_SCRN_IND,BRAILLE_LBL_IND,CMPLC_MNTR_IND,CMPND_PHMCY_SRVC_IND,CNTRCT_EXPRN_DT,CNTRCT_MAIL_ORDR_IND,CVS_MAIL_IND,CVS_OWNED_IND,CVS_RTL_IND,CVS_SPCLT_IND,DLVRY_SRVC_CD,DRABL_EQPMNT_CD,DRVTHRU_IND,DZ_SPCLT_IND,E_RX_ENBL_IND,EXTN_HR_IND,FED_TAX_ID,FLU_SHOT_IND,GRP_TYP_CD,HLTH_SCRN_IND,IMMZTN_IND,INFSN_THRPY_IND,MED_REVW_IND,MSTR_GRP_CD,MSTR_GRP_NM,NCPDP_CHAIN_ID,NCPDP_CHAIN_NM,NCPDP_CHAIN_PHONE_NBR,NCPDP_FRANCH_ID,NCPDP_FRANCH_NM,NCPDP_FRANCH_PHONE_NBR,NCPDP_PRVDR_ID,NPI_ID,ONSITE_CLNC_IND,OPN_24_HR_IND,OPN_7_DAY_IND,PHMCY_CLS_CD,PHMCY_DSPNS_DESC,PHMCY_FAX_NBR,PHMCY_NM,PHMCY_PHONE_NBR,PHMCY_SRVC_TYP_CD,PREV_NABP_CD,QL_CHAIN_ID,QL_CHAIN_NM,QL_ENTY_TYP_CD,REC_CHG_TS,RECAP_CHAIN_ID,RECAP_CHAIN_NM,RECAP_CHAIN_PHONE_NBR,REUSE_IND,REUSE_NBR,SPCLT_INT_PHMCY_GRP_NM,SPCLT_PHMCY_IND,SPCLT_PHMCY_TYP_CD,BUS_UNT_NM,PHMCY_SIZING_NM,PHMCY_340B_IND,PHMCY_340B_STUS_CD,DRVD_PHMCY_IND,SPKN_PRNT_LANG_1_TXT,SPKN_PRNT_LANG_2_TXT,SPKN_PRNT_LANG_3_TXT,SPKN_PRNT_LANG_4_TXT,SPKN_PRNT_LANG_5_TXT,SRC_CD,SRC_CHG_TS,STORE_ID,STUS_CD,RECAP_STUS_CD,UNIVERSAL_MAIL_IND,VISN_SRVC_IND,WRTN_MTRL_IND,WRTN_PRNT_LANG_1_TXT,WRTN_PRNT_LANG_2_TXT,WRTN_PRNT_LANG_3_TXT,WRTN_PRNT_LANG_4_TXT,WRTN_PRNT_LANG_5_TXT
58656,35740,"NORFOLK, NE",NORFOLK,119,MADISON COUNTY,1001 W BENJAMIN AVE, ,NE,2804,68701,68701-2804,N,1800-01-01 00:00:00.000,ADJUDICATI,Y,,Y,Y,00:00.0,N,N,N,N,N,L,L,Y,,Y,,611546079,N,A,,,,Y,A605,STRATEGIC HEALTH ALLIANCE, , , , , , ,2817154,1.01215E+11,,N,Y,INDPNDNT, ,4023711200,U SAVE PHARMACY,4023798728,CRP,0, , ,,01:30.0,A605,HEALTH MART ATLAS, ,N,0,OTHER,N, ,RETAIL,INDEPENDENTS,Y,37,N,SPANISH, , , , ,R         ,00:00.0, ,A         ,A         ,N,,Y,ENGLISH,SPANISH, , , 
1571434864,35620,"NEW YORK-NORTHERN NEW JERSEY-LONG ISLAND, NY-NJ-PA",REGO PARK,81,QUEENS COUNTY,9777 QUEENS BLVD, ,NY,3335,11374,11374-3335,,1800-01-01 00:00:00.000,Z929347,,,,,00:00.0,N,N,N,N,N,,,,,,, ,,,,,,,,, , , , , , ,5847833,1.01589E+11,,,,, , ,VERA 2 RX PHARMACY, ,,0,0,INDEPENDENTS,1,35:08.0, , , ,N,0,UNDEFINED,N, ,UNDEFINED,UNDEFINED,N,36,N, , , , , ,R         ,00:00.0, ,A         ,          ,N,,, , , , , 
982511798,30780,"LITTLE ROCK-NORTH LITTLE ROCK-CONWAY, AR",SHERWOOD,119,PULASKI COUNTY,8730 BROCKINGTON RD, ,AR,3542,72120,72120,N,1800-01-01 00:00:00.000,ADJUDICATI,Y,,Y,N,00:00.0,N,N,N,N,N,F,N,Y,,Y,,352492789,Y,C,,,,Y,7012,EXPRESS RX,C12,EXPRESS RX,8555539777, , , ,424844,1.01064E+11,,N,N,INDPNDNT, ,5018196303,EXPRESS RX OF SHERWOOD,5018196300,CRP,0,7012,EXPRESS RX,1,40:15.0,7012,EXPRESS RX, ,N,0,OTHER,N, ,RETAIL,INDEPENDENTS,N,36,N, , , , , ,R         ,00:00.0, ,A         ,A         ,N,,Y,ENGLISH, , , , 
1079194507,11260,"ANCHORAGE, AK",WASILLA,170,MATANUSKA-SUSITNA BOROUGH,3831 E BLUE LUPINE DR STE A,SUITE A,AK, ,99654,99654,N,1800-01-01 00:00:00.000,ADJUDICATI,N,,N,N,00:00.0,N,N,N,N,N,C,N,Y,,Y,,820793753,N,A,,,,Y,A904,ELEVATE, , , , , , ,228583,1.01539E+11,,N,N,INDPNDNT, ,9073765710,OUR DOCTORS PHARMACY,9073765700,CRP,0,0,INDEPENDENTS,1,40:15.0,A904,ELEVATE PROVIDER NETWORK, ,N,0,OTHER,N, ,RETAIL,INDEPENDENTS,N,36,N, , , , , ,R         ,00:00.0, ,A         ,A         ,N,,Y,ENGLISH, , , , 
1116688301, , ,COLUMBUS,89,COLORADO COUNTY,109 SHULT DR STE F, ,TX, ,78934,78934,N,1800-01-01 00:00:00.000,ADJUDICATI,N,,Y,N,00:00.0,N,N,N,N,N,F,N,Y,,Y,,820985734,N,A,,,,Y,A605,STRATEGIC HEALTH ALLIANCE, , , , , , ,5921867,1.01458E+11,,N,N,INDPNDNT, ,9795004196,COLUMBUS PHARMACY,9795004191,CRP,0,0,INDEPENDENTS,1,01:30.0,A605,HEALTH MART ATLAS, ,N,0,UNDEFINED,N, ,UNDEFINED,UNDEFINED,N,36,N,SPANISH, , , , ,R         ,00:00.0, ,A         ,A         ,N,,Y,ENGLISH,SPANISH, , , 
1101553958,26900,"INDIANAPOLIS-CARMEL, IN",INDIANAPOLIS,97,MARION COUNTY,5630 W 86TH ST STE 150, ,IN,2023,46278,46278-2023,,1800-01-01 00:00:00.000,Z961153,,,,,00:00.0,N,N,N,N,N,,,,,,,271353079,,,,,,,,, , , , , , ,1568178,1.01386E+11,,,,, ,3173533462,MYCLINIC @ TRADERS POINT,3175592300,,0,0,INDEPENDENTS,1,30:48.0, , , ,N,0,UNDEFINED,N, ,UNDEFINED,UNDEFINED,N,36,N, , , , , ,R         ,00:00.0, ,A         ,          ,N,,, , , , , 
102927,,,CATSKILL,39,GREENE COUNTY,30 CATSKILL CMNS,,NY,1755,12414,12414-1755,N,1800-01-01 00:00:00.000,ADJUDICATI,Y,,Y,,00:00.0,N,N,N,N,N,C,L,N,,Y,,710862119,Y,C,,,,Y,2084,WALMART,229,WALMART STORES INC,4792771242, , , ,3352591,1.01882E+11,,N,Y,CHN,CHAIN RETAIL,5189439590,WALMART PHARMACY,5189439584,CRP,0,229,WALMART,1,07:08.0,2084,WALMART,,N,0,WALMART,N, ,RETAIL,CHAIN RETAIL,Y,37,N, , , , , ,R         ,00:00.0,Oct-51,A         ,A         ,N,,Y,ENGLISH, , , , 
306382687,19820,"DETROIT-WARREN-LIVONIA, MI",SOUTHFIELD,125,OAKLAND COUNTY,29355 NORTHWESTERN HWY STE 220, ,MI,1051,48034,48034-1051,Y,1800-01-01 00:00:00.000,ADJUDICATI,N,,Y,Y,00:00.0,N,N,N,N,N,L,L,N,,Y,,454669783,N,A,,,,Y,A904,ELEVATE, , , , , , ,2377302,1.01488E+11,,N,N,INDPNDNT, ,2487993992,GRANT PHARMACY,2487993900,CRP,0,0,INDEPENDENTS,1,30:48.0,A904,ELEVATE PROVIDER NETWORK, ,N,0,OTHER,N, ,RETAIL,INDEPENDENTS,N,36,N,HINDI, , , , ,R         ,00:00.0, ,A         ,A         ,N,,Y,ENGLISH, , , , 
1523370075,21380,"EMPORIA, KS",COTTONWOOD FALLS,17,CHASE COUNTY,211 BROADWAY ST,,KS,9728,66845,66845-9728,,1800-01-01 00:00:00.000,Z934745,,,,,00:00.0,N,N,N,N,N,,,,,,,990440876,,,,,,,,, , , , , , ,1724322,1.01529E+11,,,,, ,6202206162,CHASE COUNTY PHARMACY LTC,6202206161,,0,0,INDEPENDENTS,1,50:31.0, , , ,N,0,UNDEFINED,N, ,UNDEFINED,UNDEFINED,N,36,N, , , , , ,R         ,00:00.0, ,A         ,          ,N,,,ENGLISH, , , , 
1376450082,29460,"LAKELAND, FL",DAVENPORT,105,POLK COUNTY,109 PARK PLACE BLVD SUITE A, ,FL, ,33837,33837,N,1800-01-01 00:00:00.000,ADJUDICATI,Y,,Y,N,00:00.0,N,N,N,N,N,F,N,Y,,Y,,271979594,,A,,,,Y,A603,LEADER DRUG STORE INC, , , , , , ,5745495,1.01609E+11,,N,N,INDPNDNT, ,8635479954,FIRST CHOICE SPECIALTY PHCY,8635479944,CRP,0,0,INDEPENDENTS,1,05:00.0,A603,LEADER DRUG STORE INC, ,N,0,UNDEFINED,N, ,UNDEFINED,UNDEFINED,N,36,N,SPANISH, , , , ,R         ,00:00.0, ,A         ,A         ,N,,Y,FRENCH,ENGLISH,SPANISH, , 
1033387636,25060,"GULFPORT-BILOXI, MS",GULFPORT,47,HARRISON COUNTY,1733 E PASS RD,,MS,3529,39507,39507-3529,N,1800-01-01 00:00:00.000,ADJUDICATI,Y,,Y,N,00:00.0,N,N,N,N,N,F,L,Y,,Y,,710862119,Y,C,,,,Y,2084,WALMART,229,WALMART STORES INC,4792771242, , , ,2590520,1.01731E+11,,N,Y,CHN,CHAIN RETAIL,2282843689,WALMART PHARMACY,2282846990,CRP,0,229,WALMART,1,40:15.0,2084,WALMART, ,N,0,WALMART,N, ,RETAIL,CHAIN RETAIL,Y,37,N, , , , , ,R         ,00:00.0,Oct-65,A         ,A         ,N,,Y,ENGLISH, , , , 
45238,18140,"COLUMBUS, OH",WESTERVILLE,41,DELAWARE COUNTY,7345 STATE ROUTE 3, ,OH,8654,43082,43082-8654,N,1800-01-01 00:00:00.000,ADJUDICATI,Y,,Y,,00:00.0,N,N,N,N,N,N,L,Y,,Y,,310345740,Y,C,,,,Y,1029,KROGER,113,THE KROGER CO,5137627083, , , ,3662156,1.0172E+11,,N,Y,CHN,CHAIN RETAIL,6148390276,KROGER PHARMACY,6147945550,CRP,0,113,KROGER COMPANY-KROGER EAST,1,40:15.0,1029,KROGER COMPANY/CINCINNATI DIV, ,N,0,KROGER,N, ,RETAIL,CHAIN RETAIL,N,36,N, , , , , ,R         ,00:00.0,16847,A         ,A         ,N,,Y,ENGLISH, , , , 
